train_number,station,time
90045,Grant Road,05:23
90047,Grant Road,05:27
90049,Grant Road,05:31
90051,Grant Road,05:36
90053,Grant Road,05:37
90059,Grant Road,05:44
94005,Grant Road,05:48
90045,M'BAI CENTRAL (L),05:25
90047,M'BAI CENTRAL (L),05:29
90049,M'BAI CENTRAL (L),05:33
90051,M'BAI CENTRAL (L),05:38
90053,M'BAI CENTRAL (L),05:39
92229,M'BAI CENTRAL (L),05:48
90059,M'BAI CENTRAL (L),05:46
94005,M'BAI CENTRAL (L),05:50
90045,Mahalakshmi,05:28
90047,Mahalakshmi,05:31
94003,Mahalakshmi,05:35
90051,Mahalakshmi,05:41
90057,Mahalakshmi,05:45
90059,Mahalakshmi,05:49
94005,Mahalakshmi,05:53
90045,Lower Parel,05:31
90047,Lower Parel,05:34
94003,Lower Parel,05:39
90051,Lower Parel,05:44
90057,Lower Parel,05:48
90059,Lower Parel,05:52
94005,Lower Parel,05:56
90045,Prabhadevi,05:34
90047,Prabhadevi,05:37
94003,Prabhadevi,05:42
90051,Prabhadevi,05:47
90057,Prabhadevi,05:51
90059,Prabhadevi,05:55
94005,Prabhadevi,05:59
90045,DADAR,05:36
90047,DADAR,05:39
90049,DADAR,05:40
94003,DADAR,05:45
90051,DADAR,05:49
90053,DADAR,05:46
92229,DADAR,05:57
90057,DADAR,05:53
90059,DADAR,05:57
94005,DADAR,06:01
90045,Matunga Road,05:38
90047,Matunga Road,05:41
94003,Matunga Road,05:47
90051,Matunga Road,05:52
90057,Matunga Road,05:55
90059,Matunga Road,05:59
94005,Matunga Road,06:03
90045,Mahim Jn.,05:41
90047,Mahim Jn.,05:44
94003,Mahim Jn.,05:50
90051,Mahim Jn.,05:55
90057,Mahim Jn.,05:58
90059,Mahim Jn.,06:02
94005,Mahim Jn.,06:06
90045,BANDRA,05:45
90047,BANDRA,05:48
90049,BANDRA,05:45
94003,BANDRA,05:54
90051,BANDRA,05:59
90053,BANDRA,05:51
92229,BANDRA,06:02
90057,BANDRA,06:02
90059,BANDRA,06:06
94005,BANDRA,06:11
90045,Khar Road,05:48
90047,Khar Road,05:51
94003,Khar Road,05:57
90051,Khar Road,06:02
90057,Khar Road,06:05
90059,Khar Road,06:09
94005,Khar Road,06:14
90045,Santa Cruz,05:50
90047,Santa Cruz,05:54
94003,Santa Cruz,05:59
90051,Santa Cruz,06:04
90057,Santa Cruz,06:07
90059,Santa Cruz,06:11
94005,Santa Cruz,06:16
90045,Vile Parle,05:53
90047,Vile Parle,05:57
94003,Vile Parle,06:02
90051,Vile Parle,06:07
90057,Vile Parle,06:10
90059,Vile Parle,06:14
94005,Vile Parle,06:19
90045,ANDHERI,05:58
90047,ANDHERI,06:02
90049,ANDHERI,05:54
92013,ANDHERI,06:05
94003,ANDHERI,06:08
90051,ANDHERI,06:12
90053,ANDHERI,06:00
92229,ANDHERI,06:11
90057,ANDHERI,06:15
90059,ANDHERI,06:19
94005,ANDHERI,06:24
90045,Jogeshwari,06:01
90047,Jogeshwari,06:05
92013,Jogeshwari,06:09
94003,Jogeshwari,06:12
90051,Jogeshwari,06:15
90057,Jogeshwari,06:18
90059,Jogeshwari,06:22
94005,Jogeshwari,06:27
90045,Ram Mandir,06:04
90047,Ram Mandir,06:08
92013,Ram Mandir,06:12
94003,Ram Mandir,06:15
90051,Ram Mandir,06:18
90057,Ram Mandir,06:21
90059,Ram Mandir,06:25
94005,Ram Mandir,06:30
90045,Goregaon,06:06
90047,Goregaon,06:13
92013,Goregaon,06:14
94003,Goregaon,06:17
90051,Goregaon,06:20
90057,Goregaon,06:23
90059,Goregaon,06:27
94005,Goregaon,06:32
90045,Malad,06:10
92013,Malad,06:18
94003,Malad,06:21
90051,Malad,06:24
90057,Malad,06:27
90059,Malad,06:31
94005,Malad,06:36
90045,Kandivli,06:13
92013,Kandivli,06:21
94003,Kandivli,06:24
90051,Kandivli,06:27
90057,Kandivli,06:30
90059,Kandivli,06:34
94005,Kandivli,06:39
90043,BORIVALI,06:03
90045,BORIVALI,06:19
90049,BORIVALI,06:07
92011,BORIVALI,06:16
92013,BORIVALI,06:27
94003,BORIVALI,06:30
90051,BORIVALI,06:33
90053,BORIVALI,06:12
92229,BORIVALI,06:24
90057,BORIVALI,06:36
92015,BORIVALI,06:36
90059,BORIVALI,06:41
94005,BORIVALI,06:45
90043,Dahisar,06:09
90049,Dahisar,06:11
92011,Dahisar,06:21
92013,Dahisar,06:32
90053,Dahisar,06:17
92229,Dahisar,06:29
92015,Dahisar,06:41
90043,Mira Road,06:13
90049,Mira Road,06:16
92011,Mira Road,06:26
92013,Mira Road,06:37
90053,Mira Road,06:22
92229,Mira Road,06:33
92015,Mira Road,06:46
90043,Bhayandar,06:18
90049,Bhayandar,06:21
92011,Bhayandar,06:31
92013,Bhayandar,06:42
90053,Bhayandar,06:27
92229,Bhayandar,06:38
92015,Bhayandar,06:50
90043,Naigaon,06:24
90049,Naigaon,06:26
92011,Naigaon,06:37
92013,Naigaon,06:48
90053,Naigaon,06:33
92229,Naigaon,06:43
92015,Naigaon,06:56
90043,Vasai Road,06:31
90049,Vasai Road,06:31
92011,Vasai Road,06:42
92013,Vasai Road,06:53
90053,Vasai Road,06:38
92229,Vasai Road,06:50
92015,Vasai Road,07:01
90049,Nalla Sopara,06:36
92011,Nalla Sopara,06:47
92013,Nalla Sopara,06:58
90053,Nalla Sopara,06:43
92015,Nalla Sopara,07:06
90049,VIRAR,06:43
92011,VIRAR,06:56
92013,VIRAR,07:05
90053,VIRAR,06:53
92015,VIRAR,07:13
93007,CHURCHGATE,05:52
90071,CHURCHGATE,05:56
92213,CHURCHGATE,06:00
90077,CHURCHGATE,05:59
90079,CHURCHGATE,06:03
90083,CHURCHGATE,06:05
90087,CHURCHGATE,06:11
94111,CHURCHGATE,06:14
93007,Marine Lines,05:55
90071,Marine Lines,05:59
90077,Marine Lines,06:02
90079,Marine Lines,06:06
90083,Marine Lines,06:08
90087,Marine Lines,06:14
94111,Marine Lines,06:17
93007,Charni Road,05:58
90071,Charni Road,06:01
90077,Charni Road,06:04
90079,Charni Road,06:08
90083,Charni Road,06:10
90087,Charni Road,06:16
94111,Charni Road,06:19
93007,Grant Road,06:01
90071,Grant Road,06:04
90077,Grant Road,06:07
90079,Grant Road,06:11
90083,Grant Road,06:13
90087,Grant Road,06:19
94111,Grant Road,06:22
93007,M'BAI CENTRAL (L),06:05
90071,M'BAI CENTRAL (L),06:06
92213,M'BAI CENTRAL (L),06:10
90077,M'BAI CENTRAL (L),06:09
90079,M'BAI CENTRAL (L),06:13
90083,M'BAI CENTRAL (L),06:15
90087,M'BAI CENTRAL (L),06:21
94111,M'BAI CENTRAL (L),06:24
90069,Mahalakshmi,06:03
90071,Mahalakshmi,06:09
90077,Mahalakshmi,06:12
90079,Mahalakshmi,06:16
90085,Mahalakshmi,06:20
90087,Mahalakshmi,06:24
94111,Mahalakshmi,06:27
90069,Lower Parel,06:06
90071,Lower Parel,06:12
90077,Lower Parel,06:15
90079,Lower Parel,06:19
90085,Lower Parel,06:23
90087,Lower Parel,06:27
94111,Lower Parel,06:30
90069,Prabhadevi,06:09
90071,Prabhadevi,06:15
90077,Prabhadevi,06:18
90079,Prabhadevi,06:22
90085,Prabhadevi,06:26
90087,Prabhadevi,06:30
94111,Prabhadevi,06:33
93007,DADAR,06:13
90069,DADAR,06:11
90071,DADAR,06:17
92213,DADAR,06:17
90077,DADAR,06:20
90079,DADAR,06:24
90083,DADAR,06:22
90085,DADAR,06:28
90087,DADAR,06:32
94111,DADAR,06:35
90069,Matunga Road,06:13
90071,Matunga Road,06:19
90077,Matunga Road,06:22
90079,Matunga Road,06:26
90085,Matunga Road,06:30
90087,Matunga Road,06:34
94111,Matunga Road,06:37
90069,Mahim Jn.,06:16
90071,Mahim Jn.,06:22
90077,Mahim Jn.,06:25
90079,Mahim Jn.,06:29
90085,Mahim Jn.,06:33
90087,Mahim Jn.,06:37
94111,Mahim Jn.,06:40
90061,BANDRA,06:15
93007,BANDRA,06:18
90069,BANDRA,06:20
90071,BANDRA,06:26
92213,BANDRA,06:22
90077,BANDRA,06:29
90079,BANDRA,06:33
90083,BANDRA,06:27
90085,BANDRA,06:37
90087,BANDRA,06:41
94111,BANDRA,06:44
90061,Khar Road,06:18
90069,Khar Road,06:23
90071,Khar Road,06:29
90077,Khar Road,06:32
90079,Khar Road,06:36
90085,Khar Road,06:40
90087,Khar Road,06:44
94111,Khar Road,06:47
90061,Santa Cruz,06:20
90069,Santa Cruz,06:25
90071,Santa Cruz,06:31
90077,Santa Cruz,06:34
90079,Santa Cruz,06:38
90085,Santa Cruz,06:42
90087,Santa Cruz,06:46
94111,Santa Cruz,06:49
90061,Vile Parle,06:23
90069,Vile Parle,06:28
90071,Vile Parle,06:34
90077,Vile Parle,06:37
90079,Vile Parle,06:41
90085,Vile Parle,06:45
90087,Vile Parle,06:49
94111,Vile Parle,06:52
90061,ANDHERI,06:28
93007,ANDHERI,06:26
90069,ANDHERI,06:33
90071,ANDHERI,06:39
92213,ANDHERI,06:30
90077,ANDHERI,06:42
90079,ANDHERI,06:46
92019,ANDHERI,06:49
90083,ANDHERI,06:35
90085,ANDHERI,06:50
90087,ANDHERI,06:54
94111,ANDHERI,06:57
90061,Jogeshwari,06:31
90069,Jogeshwari,06:36
90071,Jogeshwari,06:42
90077,Jogeshwari,06:45
90079,Jogeshwari,06:49
92019,Jogeshwari,06:52
90085,Jogeshwari,06:53
90087,Jogeshwari,06:57
94111,Jogeshwari,07:00
90061,Ram Mandir,06:34
90069,Ram Mandir,06:39
90071,Ram Mandir,06:45
90077,Ram Mandir,06:48
90079,Ram Mandir,06:52
92019,Ram Mandir,06:55
90085,Ram Mandir,06:56
90087,Ram Mandir,07:00
94111,Ram Mandir,07:03
90061,Goregaon,06:36
90069,Goregaon,06:41
90071,Goregaon,06:47
90077,Goregaon,06:50
90079,Goregaon,06:54
92019,Goregaon,06:57
90085,Goregaon,07:01
90087,Goregaon,07:02
94111,Goregaon,07:05
90061,Malad,06:39
90069,Malad,06:45
90071,Malad,06:51
90077,Malad,06:54
90079,Malad,06:58
92019,Malad,07:01
90087,Malad,07:06
94111,Malad,07:09
90061,Kandivli,06:42
90069,Kandivli,06:48
90071,Kandivli,06:54
90077,Kandivli,06:57
90079,Kandivli,07:01
92019,Kandivli,07:04
90087,Kandivli,07:09
94111,Kandivli,07:12
90061,BORIVALI,06:49
93007,BORIVALI,06:39
90067,BORIVALI,06:51
90069,BORIVALI,06:55
90071,BORIVALI,07:00
92213,BORIVALI,06:42
92017,BORIVALI,07:04
90077,BORIVALI,07:04
90079,BORIVALI,07:08
92019,BORIVALI,07:10
90083,BORIVALI,06:47
90087,BORIVALI,07:16
94111,BORIVALI,07:19
90067,Dahisar,06:54
92213,Dahisar,06:47
92019,Dahisar,07:14
90067,Mira Road,06:59
92213,Mira Road,06:52
92019,Mira Road,07:19
93007,Bhayandar,06:47
90067,Bhayandar,07:04
92213,Bhayandar,06:57
92019,Bhayandar,07:24
94007,Bhayandar,07:27
90083,Bhayandar,06:55
90067,Naigaon,07:10
92213,Naigaon,07:02
93007,Vasai Road,06:54
90067,Vasai Road,07:15
92213,Vasai Road,07:08
92017,Vasai Road,07:25
90083,Vasai Road,07:03
90067,Nalla Sopara,07:20
92213,Nalla Sopara,07:13
93007,VIRAR,07:04
90067,VIRAR,07:27
92213,VIRAR,07:22
94007,VIRAR,07:52
90083,VIRAR,07:17
90091,CHURCHGATE,06:15
90093,CHURCHGATE,06:17
92021,CHURCHGATE,06:25
90097,CHURCHGATE,06:21
90101,CHURCHGATE,06:32
92027,CHURCHGATE,06:32
94009,CHURCHGATE,06:35
90105,CHURCHGATE,06:35
90107,CHURCHGATE,06:39
90109,CHURCHGATE,06:42
90111,CHURCHGATE,06:48
90091,Marine Lines,06:18
90093,Marine Lines,06:20
90097,Marine Lines,06:24
90101,Marine Lines,06:35
94009,Marine Lines,06:39
90105,Marine Lines,06:38
90107,Marine Lines,06:42
90109,Marine Lines,06:45
90111,Marine Lines,06:51
90091,Charni Road,06:20
90093,Charni Road,06:22
90097,Charni Road,06:26
90101,Charni Road,06:37
94009,Charni Road,06:41
90105,Charni Road,06:40
90107,Charni Road,06:44
90109,Charni Road,06:47
90111,Charni Road,06:53
90091,Grant Road,06:23
90093,Grant Road,06:25
90097,Grant Road,06:29
90101,Grant Road,06:40
94009,Grant Road,06:44
90105,Grant Road,06:43
90107,Grant Road,06:47
90109,Grant Road,06:50
90111,Grant Road,06:56
90091,M'BAI CENTRAL (L),06:25
90093,M'BAI CENTRAL (L),06:27
92021,M'BAI CENTRAL (L),06:33
90097,M'BAI CENTRAL (L),06:31
90101,M'BAI CENTRAL (L),06:42
92027,M'BAI CENTRAL (L),06:42
94009,M'BAI CENTRAL (L),06:46
90105,M'BAI CENTRAL (L),06:45
90107,M'BAI CENTRAL (L),06:49
90109,M'BAI CENTRAL (L),06:52
90111,M'BAI CENTRAL (L),06:58
90093,Mahalakshmi,06:30
90097,Mahalakshmi,06:34
94107,Mahalakshmi,06:39
90101,Mahalakshmi,06:45
94009,Mahalakshmi,06:49
90107,Mahalakshmi,06:52
94011,Mahalakshmi,06:57
90111,Mahalakshmi,07:01
90093,Lower Parel,06:33
90097,Lower Parel,06:37
94107,Lower Parel,06:42
90101,Lower Parel,06:48
94009,Lower Parel,06:52
90107,Lower Parel,06:55
94011,Lower Parel,07:00
90111,Lower Parel,07:04
90093,Prabhadevi,06:36
90097,Prabhadevi,06:40
94107,Prabhadevi,06:45
90101,Prabhadevi,06:51
94009,Prabhadevi,06:55
90107,Prabhadevi,06:58
94011,Prabhadevi,07:03
90111,Prabhadevi,07:07
90091,DADAR,06:33
90093,DADAR,06:38
92021,DADAR,06:40
90097,DADAR,06:43
94107,DADAR,06:47
90101,DADAR,06:53
92027,DADAR,06:49
94009,DADAR,06:57
90105,DADAR,06:53
90107,DADAR,07:00
94011,DADAR,07:05
90109,DADAR,07:00
90111,DADAR,07:09
90093,Matunga Road,06:40
90097,Matunga Road,06:45
94107,Matunga Road,06:49
90101,Matunga Road,06:55
94009,Matunga Road,06:59
90107,Matunga Road,07:02
94011,Matunga Road,07:07
90111,Matunga Road,07:11
90093,Mahim Jn.,06:43
90097,Mahim Jn.,06:48
94107,Mahim Jn.,06:52
90101,Mahim Jn.,06:58
94009,Mahim Jn.,07:02
90107,Mahim Jn.,07:05
94011,Mahim Jn.,07:10
90111,Mahim Jn.,07:14
90091,BANDRA,06:38
90093,BANDRA,06:47
92021,BANDRA,06:45
90097,BANDRA,06:52
94107,BANDRA,06:56
90101,BANDRA,07:02
92027,BANDRA,06:54
94009,BANDRA,07:06
90105,BANDRA,06:58
90107,BANDRA,07:09
94011,BANDRA,07:13
90109,BANDRA,07:06
90111,BANDRA,07:18
90093,Khar Road,06:50
90097,Khar Road,06:55
94107,Khar Road,06:59
90101,Khar Road,07:05
94009,Khar Road,07:09
90107,Khar Road,07:12
94011,Khar Road,07:16
90111,Khar Road,07:21
90093,Santa Cruz,06:52
90097,Santa Cruz,06:57
94107,Santa Cruz,07:01
90101,Santa Cruz,07:07
94009,Santa Cruz,07:12
90107,Santa Cruz,07:14
94011,Santa Cruz,07:19
90111,Santa Cruz,07:23
90093,Vile Parle,06:55
90097,Vile Parle,07:00
94107,Vile Parle,07:04
90101,Vile Parle,07:10
94009,Vile Parle,07:15
90107,Vile Parle,07:17
94011,Vile Parle,07:22
90111,Vile Parle,07:26
90091,ANDHERI,06:46
90093,ANDHERI,07:00
92021,ANDHERI,06:53
92023,ANDHERI,07:00
92025,ANDHERI,07:03
90097,ANDHERI,07:06
94107,ANDHERI,07:10
90101,ANDHERI,07:15
92027,ANDHERI,07:04
94009,ANDHERI,07:20
90105,ANDHERI,07:07
90107,ANDHERI,07:22
94011,ANDHERI,07:27
90109,ANDHERI,07:16
90111,ANDHERI,07:32
90093,Jogeshwari,07:03
92025,Jogeshwari,07:07
90097,Jogeshwari,07:10
94107,Jogeshwari,07:14
90101,Jogeshwari,07:18
94009,Jogeshwari,07:23
90107,Jogeshwari,07:25
94011,Jogeshwari,07:30
90111,Jogeshwari,07:35
90093,Ram Mandir,07:06
92025,Ram Mandir,07:10
90097,Ram Mandir,07:13
94107,Ram Mandir,07:17
90101,Ram Mandir,07:21
94009,Ram Mandir,07:26
90107,Ram Mandir,07:28
94011,Ram Mandir,07:33
90111,Ram Mandir,07:38
90093,Goregaon,07:08
92025,Goregaon,07:12
90097,Goregaon,07:15
94107,Goregaon,07:19
90101,Goregaon,07:23
94009,Goregaon,07:28
90107,Goregaon,07:32
94011,Goregaon,07:35
90111,Goregaon,07:40
90093,Malad,07:12
92025,Malad,07:16
90097,Malad,07:19
94107,Malad,07:23
90101,Malad,07:27
94009,Malad,07:32
94011,Malad,07:39
90111,Malad,07:44
90093,Kandivli,07:15
92025,Kandivli,07:19
90097,Kandivli,07:22
94107,Kandivli,07:26
