train_number,station,time
90022,BANDRA,04:59
94004,BANDRA,05:05
90002,Mahim Jn.,04:22
90004,Mahim Jn.,04:27
90006,Mahim Jn.,04:36
90008,Mahim Jn.,04:43
90010,Mahim Jn.,04:48
90014,Mahim Jn.,04:52
90016,Mahim Jn.,04:57
90022,Mahim Jn.,05:02
94004,Mahim Jn.,05:08
90002,Matunga Road,04:25
90004,Matunga Road,04:30
90006,Matunga Road,04:39
90008,Matunga Road,04:46
90010,Matunga Road,04:51
90014,Matunga Road,04:55
90016,Matunga Road,05:00
90022,Matunga Road,05:05
94004,Matunga Road,05:11
90002,DADAR,04:28
90004,DADAR,04:33
90006,DADAR,04:42
90008,DADAR,04:49
90010,DADAR,04:54
90014,DADAR,04:58
90016,DADAR,05:03
90018,DADAR,04:47
90020,DADAR,04:54
90022,DADAR,05:08
94004,DADAR,05:14
90002,Prabhadevi,04:31
90004,Prabhadevi,04:36
90006,Prabhadevi,04:45
90008,Prabhadevi,04:52
90010,Prabhadevi,04:57
90014,Prabhadevi,05:01
90016,Prabhadevi,05:06
90022,Prabhadevi,05:11
94004,Prabhadevi,05:17
90002,Lower Parel,04:34
90004,Lower Parel,04:39
90006,Lower Parel,04:48
90008,Lower Parel,04:55
90010,Lower Parel,05:00
90014,Lower Parel,05:04
90016,Lower Parel,05:09
90022,Lower Parel,05:14
94004,Lower Parel,05:20
90002,Mahalakshmi,04:37
90004,Mahalakshmi,04:42
90006,Mahalakshmi,04:51
90008,Mahalakshmi,04:58
90010,Mahalakshmi,05:03
90014,Mahalakshmi,05:07
90016,Mahalakshmi,05:12
90022,Mahalakshmi,05:17
94004,Mahalakshmi,05:23
90002,M'BAI CENTRAL(L),04:40
90004,M'BAI CENTRAL(L),04:45
90006,M'BAI CENTRAL(L),04:54
90008,M'BAI CENTRAL(L),05:01
90010,M'BAI CENTRAL(L),05:06
90014,M'BAI CENTRAL(L),05:10
90016,M'BAI CENTRAL(L),05:15
90018,M'BAI CENTRAL(L),04:55
90020,M'BAI CENTRAL(L),05:01
90022,M'BAI CENTRAL(L),05:20
94004,M'BAI CENTRAL(L),05:26
90002,Grant Road,04:42
90004,Grant Road,04:47
90006,Grant Road,04:56
90008,Grant Road,05:03
90010,Grant Road,05:08
90014,Grant Road,05:12
90016,Grant Road,05:17
90018,Grant Road,04:57
90020,Grant Road,05:03
90022,Grant Road,05:22
94004,Grant Road,05:28
90002,Charni Road,04:44
90004,Charni Road,04:49
90006,Charni Road,04:58
90008,Charni Road,05:05
90010,Charni Road,05:10
90014,Charni Road,05:14
90016,Charni Road,05:19
90018,Charni Road,04:59
90020,Charni Road,05:05
90022,Charni Road,05:24
94004,Charni Road,05:30
90002,Marine Lines,04:47
90004,Marine Lines,04:52
90006,Marine Lines,05:01
90008,Marine Lines,05:08
90010,Marine Lines,05:13
90014,Marine Lines,05:17
90016,Marine Lines,05:22
90018,Marine Lines,05:02
90020,Marine Lines,05:08
90022,Marine Lines,05:27
94004,Marine Lines,05:33
90002,CHURCHGATE,04:50
90004,CHURCHGATE,04:56
90006,CHURCHGATE,05:05
90008,CHURCHGATE,05:12
90010,CHURCHGATE,05:16
90014,CHURCHGATE,05:21
90016,CHURCHGATE,05:25
90018,CHURCHGATE,05:08
90020,CHURCHGATE,05:14
90022,CHURCHGATE,05:30
94004,CHURCHGATE,05:36
90028,VIRAR,04:00
92002,VIRAR,04:00
90038,VIRAR,04:20
90028,Nalla Sopara,04:06
90038,Nalla Sopara,04:26
92212,Nalla Sopara,04:35
90028,VASAI ROAD,04:11
92002,VASAI ROAD,04:10
90038,VASAI ROAD,04:31
92212,VASAI ROAD,04:41
90028,Naigaon,04:15
90038,Naigaon,04:35
92212,Naigaon,04:46
90028,BHAYANDAR,04:21
92002,BHAYANDAR,04:18
92228,BHAYANDAR,04:30
90038,BHAYANDAR,04:41
90042,BHAYANDAR,04:45
92212,BHAYANDAR,04:52
90050,BHAYANDAR,04:55
90028,Mira Road,04:26
92228,Mira Road,04:36
90038,Mira Road,04:46
90042,Mira Road,04:51
92212,Mira Road,04:57
90050,Mira Road,05:01
90028,Dahisar,04:30
92228,Dahisar,04:40
90038,Dahisar,04:51
90042,Dahisar,04:55
92212,Dahisar,05:01
90050,Dahisar,05:05
90028,BORIVALI,04:35
90030,BORIVALI,04:38
90032,BORIVALI,04:42
92002,BORIVALI,04:28
92228,BORIVALI,04:45
90036,BORIVALI,04:53
90038,BORIVALI,04:56
90040,BORIVALI,04:58
90042,BORIVALI,05:00
92212,BORIVALI,05:06
90048,BORIVALI,05:05
90050,BORIVALI,05:10
90030,Kandivali,04:43
90032,Kandivali,04:48
90036,Kandivali,04:59
90040,Kandivali,05:04
90048,Kandivali,05:11
90050,Kandivali,05:14
90030,Malad,04:46
90032,Malad,04:51
90036,Malad,05:02
90040,Malad,05:07
90048,Malad,05:14
90050,Malad,05:17
90030,Goregaon,04:49
90032,Goregaon,04:54
90036,Goregaon,05:05
90040,Goregaon,05:10
94110,Goregaon,05:14
90048,Goregaon,05:17
90050,Goregaon,05:20
90030,Ram Mandir,04:51
90032,Ram Mandir,04:56
90036,Ram Mandir,05:07
90040,Ram Mandir,05:12
94110,Ram Mandir,05:17
90048,Ram Mandir,05:19
90050,Ram Mandir,05:22
90030,Jogeshwari,04:54
90032,Jogeshwari,04:59
90036,Jogeshwari,05:10
90040,Jogeshwari,05:15
94110,Jogeshwari,05:19
90048,Jogeshwari,05:22
90050,Jogeshwari,05:25
90030,ANDHERI,05:00
90032,ANDHERI,05:04
92002,ANDHERI,04:43
92228,ANDHERI,04:59
90036,ANDHERI,05:15
90038,ANDHERI,05:09
90040,ANDHERI,05:20
90042,ANDHERI,05:13
94110,ANDHERI,05:24
92212,ANDHERI,05:20
90048,ANDHERI,05:26
90050,ANDHERI,05:30
90030,Vile Parle,05:03
90032,Vile Parle,05:08
90036,Vile Parle,05:19
90040,Vile Parle,05:24
94110,Vile Parle,05:27
90048,Vile Parle,05:30
90050,Vile Parle,05:33
90030,Santa Cruz,05:06
90032,Santa Cruz,05:11
90036,Santa Cruz,05:22
90040,Santa Cruz,05:27
94110,Santa Cruz,05:30
90048,Santa Cruz,05:33
90050,Santa Cruz,05:36
90030,Khar Road,05:09
90032,Khar Road,05:14
90036,Khar Road,05:25
90040,Khar Road,05:30
94110,Khar Road,05:33
90048,Khar Road,05:36
90050,Khar Road,05:39
90030,BANDRA,05:13
90032,BANDRA,05:18
92002,BANDRA,04:53
92228,BANDRA,05:08
90036,BANDRA,05:29
90038,BANDRA,05:18
90040,BANDRA,05:34
90042,BANDRA,05:22
94110,BANDRA,05:37
92212,BANDRA,05:30
90048,BANDRA,05:40
90050,BANDRA,05:44
90030,Mahim Jn.,05:16
90032,Mahim Jn.,05:21
90036,Mahim Jn.,05:32
90040,Mahim Jn.,05:37
94110,Mahim Jn.,05:40
90048,Mahim Jn.,05:43
90050,Mahim Jn.,05:47
90030,Matunga Road,05:19
90032,Matunga Road,05:24
90036,Matunga Road,05:35
90040,Matunga Road,05:40
94110,Matunga Road,05:43
90048,Matunga Road,05:46
90050,Matunga Road,05:50
90030,DADAR,05:22
90032,DADAR,05:27
92002,DADAR,05:02
92228,DADAR,05:14
90036,DADAR,05:38
90038,DADAR,05:24
90040,DADAR,05:43
90042,DADAR,05:28
94110,DADAR,05:46
92212,DADAR,05:36
90048,DADAR,05:49
90050,DADAR,05:53
90030,Prabhadevi,05:25
90032,Prabhadevi,05:30
90036,Prabhadevi,05:41
90040,Prabhadevi,05:46
94110,Prabhadevi,05:49
90048,Prabhadevi,05:53
90050,Prabhadevi,05:56
90030,Lower Parel,05:28
90032,Lower Parel,05:33
90036,Lower Parel,05:44
90040,Lower Parel,05:49
94110,Lower Parel,05:52
90048,Lower Parel,05:56
90050,Lower Parel,05:59
90030,Mahalakshmi,05:31
90032,Mahalakshmi,05:36
90036,Mahalakshmi,05:47
90040,Mahalakshmi,05:52
94110,Mahalakshmi,05:55
90048,Mahalakshmi,05:59
90050,Mahalakshmi,06:02
90030,M'BAI CENTRAL(L),05:34
90032,M'BAI CENTRAL(L),05:39
92228,M'BAI CENTRAL(L),05:21
90036,M'BAI CENTRAL(L),05:50
90038,M'BAI CENTRAL(L),05:31
90040,M'BAI CENTRAL(L),05:55
90042,M'BAI CENTRAL(L),05:35
94110,M'BAI CENTRAL(L),05:58
92212,M'BAI CENTRAL(L),05:43
90048,M'BAI CENTRAL(L),06:02
90050,M'BAI CENTRAL(L),06:06
90030,Grant Road,05:36
90032,Grant Road,05:41
90036,Grant Road,05:52
90038,Grant Road,05:33
90040,Grant Road,05:57
90042,Grant Road,05:37
94110,Grant Road,06:00
90048,Grant Road,06:04
90050,Grant Road,06:08
90030,Charni Road,05:38
90032,Charni Road,05:43
90036,Charni Road,05:54
90038,Charni Road,05:35
90040,Charni Road,05:59
90042,Charni Road,05:39
94110,Charni Road,06:02
90048,Charni Road,06:06
90050,Charni Road,06:10
90030,Marine Lines,05:41
90032,Marine Lines,05:46
90036,Marine Lines,05:57
90038,Marine Lines,05:38
90040,Marine Lines,06:02
90042,Marine Lines,05:42
94110,Marine Lines,06:05
90048,Marine Lines,06:09
90050,Marine Lines,06:13
90030,CHURCHGATE,05:44
90032,CHURCHGATE,05:49
92228,CHURCHGATE,05:32
90036,CHURCHGATE,06:00
90038,CHURCHGATE,05:42
90040,CHURCHGATE,06:06
90042,CHURCHGATE,05:46
94110,CHURCHGATE,06:10
92212,CHURCHGATE,05:55
90048,CHURCHGATE,06:14
90050,CHURCHGATE,06:17
90054,VIRAR,04:35
92004,VIRAR,04:50
92008,VIRAR,05:08
90054,Nalla Sopara,04:42
94006,Nalla Sopara,04:50
92004,Nalla Sopara,04:56
92006,Nalla Sopara,05:05
90054,VASAI ROAD,04:47
94006,VASAI ROAD,04:55
92004,VASAI ROAD,05:02
92006,VASAI ROAD,05:11
92008,VASAI ROAD,05:18
90054,Naigaon,04:51
94006,Naigaon,05:00
92004,Naigaon,05:07
92006,Naigaon,05:16
90054,BHAYANDAR,04:57
94006,BHAYANDAR,05:06
92004,BHAYANDAR,05:13
90058,BHAYANDAR,05:15
92006,BHAYANDAR,05:22
94134,BHAYANDAR,05:25
92008,BHAYANDAR,05:26
90054,Mira Road,05:02
94006,Mira Road,05:11
92004,Mira Road,05:18
90058,Mira Road,05:21
92006,Mira Road,05:27
94134,Mira Road,05:31
90054,Dahisar,05:06
94006,Dahisar,05:15
92004,Dahisar,05:22
90058,Dahisar,05:25
92006,Dahisar,05:31
94134,Dahisar,05:35
90054,BORIVALI,05:10
90056,BORIVALI,05:15
94006,BORIVALI,05:20
92004,BORIVALI,05:27
90058,BORIVALI,05:30
90060,BORIVALI,05:31
92006,BORIVALI,05:36
94134,BORIVALI,05:41
92008,BORIVALI,05:36
90064,BORIVALI,05:40
94122,BORIVALI,05:45
90056,Kandivali,05:21
94006,Kandivali,05:25
90058,Kandivali,05:35
90060,Kandivali,05:38
92006,Kandivali,05:41
90064,Kandivali,05:47
94122,Kandivali,05:51
90056,Malad,05:24
94006,Malad,05:28
90058,Malad,05:38
90060,Malad,05:41
92006,Malad,05:44
90064,Malad,05:50
94122,Malad,05:54
90056,Goregaon,05:27
94006,Goregaon,05:31
90058,Goregaon,05:41
90060,Goregaon,05:44
92006,Goregaon,05:47
90064,Goregaon,05:53
94122,Goregaon,05:57
90068,Goregaon,05:56
90056,Ram Mandir,05:29
94006,Ram Mandir,05:33
90058,Ram Mandir,05:43
90060,Ram Mandir,05:46
92006,Ram Mandir,05:49
90064,Ram Mandir,05:55
94122,Ram Mandir,05:59
90068,Ram Mandir,06:00
90056,Jogeshwari,05:32
94006,Jogeshwari,05:36
90058,Jogeshwari,05:46
90060,Jogeshwari,05:49
92006,Jogeshwari,05:52
90064,Jogeshwari,05:58
94122,Jogeshwari,06:02
90068,Jogeshwari,06:02
90052,ANDHERI,05:32
90054,ANDHERI,05:25
90056,ANDHERI,05:38
94006,ANDHERI,05:41
92004,ANDHERI,05:42
90058,ANDHERI,05:50
90060,ANDHERI,05:53
92006,ANDHERI,05:58
94134,ANDHERI,05:55
92008,ANDHERI,05:51
90064,ANDHERI,06:03
94122,ANDHERI,06:06
90068,ANDHERI,06:06
90052,Vile Parle,05:37
90056,Vile Parle,05:41
94006,Vile Parle,05:44
90058,Vile Parle,05:53
90060,Vile Parle,05:56
90064,Vile Parle,06:06
94122,Vile Parle,06:09
90068,Vile Parle,06:10
90052,Santa Cruz,05:40
90056,Santa Cruz,05:44
94006,Santa Cruz,05:47
90058,Santa Cruz,05:56
90060,Santa Cruz,05:59
90064,Santa Cruz,06:09
94122,Santa Cruz,06:12
90068,Santa Cruz,06:13
90052,Khar Road,05:43
90056,Khar Road,05:47
94006,Khar Road,05:50
90058,Khar Road,05:59
90060,Khar Road,06:02
90064,Khar Road,06:12
94122,Khar Road,06:15
90068,Khar Road,06:16
90052,BANDRA,05:48
90054,BANDRA,05:35
90056,BANDRA,05:51
94006,BANDRA,05:54
92004,BANDRA,05:52
90058,BANDRA,06:03
90060,BANDRA,06:06
94134,BANDRA,06:05
92008,BANDRA,06:01
90064,BANDRA,06:16
94122,BANDRA,06:19
90068,BANDRA,06:22
90052,Mahim Jn.,05:51
90056,Mahim Jn.,05:54
94006,Mahim Jn.,05:57
90058,Mahim Jn.,06:06
90060,Mahim Jn.,06:09
90064,Mahim Jn.,06:19
94122,Mahim Jn.,06:22
90068,Mahim Jn.,06:25
90052,Matunga Road,05:54
90056,Matunga Road,05:57
94006,Matunga Road,06:00
90058,Matunga Road,06:09
90060,Matunga Road,06:12
90064,Matunga Road,06:22
94122,Matunga Road,06:25
90068,Matunga Road,06:28
90052,DADAR,05:57
90054,DADAR,05:41
90056,DADAR,06:00
94006,DADAR,06:03
92004,DADAR,06:00
90058,DADAR,06:13
90060,DADAR,06:16
94134,DADAR,06:11
92008,DADAR,06:08
90064,DADAR,06:26
94122,DADAR,06:29
90068,DADAR,06:32
90052,Prabhadevi,06:00
90056,Prabhadevi,06:03
94006,Prabhadevi,06:06
90058,Prabhadevi,06:15
90060,Prabhadevi,06:18
90064,Prabhadevi,06:28
94122,Prabhadevi,06:31
90068,Prabhadevi,06:34
90052,Lower Parel,06:03
90056,Lower Parel,06:06
94006,Lower Parel,06:09
90058,Lower Parel,06:18
90060,Lower Parel,06:21
90064,Lower Parel,06:31
94122,Lower Parel,06:34
90068,Lower Parel,06:37
90052,Mahalakshmi,06:06
90056,Mahalakshmi,06:09
94006,Mahalakshmi,06:12
90058,Mahalakshmi,06:21
90060,Mahalakshmi,06:24
90064,Mahalakshmi,06:34
94122,Mahalakshmi,06:37
90068,Mahalakshmi,06:40
90052,M'BAI CENTRAL(L),06:10
90054,M'BAI CENTRAL(L),05:48
90056,M'BAI CENTRAL(L),06:12
94006,M'BAI CENTRAL(L),06:15
92004,M'BAI CENTRAL(L),06:10
90058,M'BAI CENTRAL(L),06:24
90060,M'BAI CENTRAL(L),06:27
94134,M'BAI CENTRAL(L),06:18
92008,M'BAI CENTRAL(L),06:15
90064,M'BAI CENTRAL(L),06:37
94122,M'BAI CENTRAL(L),06:40
90068,M'BAI CENTRAL(L),06:43
90052,Grant Road,06:12
90054,Grant Road,05:50
90056,Grant Road,06:14
94006,Grant Road,06:17
90058,Grant Road,06:26
90060,Grant Road,06:29
94134,Grant Road,06:20
90064,Grant Road,06:39
94122,Grant Road,06:42
90068,Grant Road,06:45
90052,Charni Road,06:14
90054,Charni Road,05:52
90056,Charni Road,06:16
94006,Charni Road,06:19
90058,Charni Road,06:28
90060,Charni Road,06:31
94134,Charni Road,06:22
90064,Charni Road,06:41
94122,Charni Road,06:44
90068,Charni Road,06:47
90052,Marine Lines,06:17
90054,Marine Lines,05:55
90056,Marine Lines,06:19
94006,Marine Lines,06:22
90058,Marine Lines,06:31
90060,Marine Lines,06:34
94134,Marine Lines,06:25
90064,Marine Lines,06:44
94122,Marine Lines,06:47
90068,Marine Lines,06:50
90052,CHURCHGATE,06:21
90054,CHURCHGATE,06:03
90056,CHURCHGATE,06:24
94006,CHURCHGATE,06:29
92004,CHURCHGATE,06:19
90058,CHURCHGATE,06:34
90060,CHURCHGATE,06:37
94134,CHURCHGATE,06:30
92008,CHURCHGATE,06:25
90064,CHURCHGATE,06:47
94122,CHURCHGATE,06:51
90068,CHURCHGATE,06:54
90070,VIRAR,05:11
90074,VIRAR,05:28
92012,VIRAR,05:25
90084,VIRAR,05:30
92014,VIRAR,05:34
90070,Nalla Sopara,05:18
92010,Nalla Sopara,05:24
92012,Nalla Sopara,05:31
90084,Nalla Sopara,05:36
92014,Nalla Sopara,05:40
90070,VASAI ROAD,05:23
90074,VASAI ROAD,05:37
92010,VASAI ROAD,05:30
92012,VASAI ROAD,05:36
90084,VASAI ROAD,05:41
92014,VASAI ROAD,05:45
90070,Naigaon,05:28
92010,Naigaon,05:36
92012,Naigaon,05:41
90084,Naigaon,05:46
92014,Naigaon,05:50
90070,BHAYANDAR,05:34
90072,BHAYANDAR,05:38
90074,BHAYANDAR,05:45
92010,BHAYANDAR,05:42
92012,BHAYANDAR,05:47
90084,BHAYANDAR,05:52
92014,BHAYANDAR,05:56
90070,Mira Road,05:39
90072,Mira Road,05:44
92010,Mira Road,05:47
92012,Mira Road,05:53
90084,Mira Road,05:58
92014,Mira Road,06:01
90070,Dahisar,05:43
90072,Dahisar,05:48
92010,Dahisar,05:52
92012,Dahisar,05:57
90084,Dahisar,06:04
92014,Dahisar,06:05
90070,BORIVALI,05:49
90072,BORIVALI,05:52
90074,BORIVALI,05:56
90076,BORIVALI,05:54
90078,BORIVALI,05:57
92010,BORIVALI,05:58
92012,BORIVALI,06:02
90080,BORIVALI,06:04
90082,BORIVALI,06:07
90084,BORIVALI,06:09
92014,BORIVALI,06:11
90072,Kandivali,05:57
90076,Kandivali,06:00
90078,Kandivali,06:03
92010,Kandivali,06:06
90080,Kandivali,06:09
90082,Kandivali,06:12
90084,Kandivali,06:15
90072,Malad,06:00
90076,Malad,06:03
90078,Malad,06:06
92010,Malad,06:09
90080,Malad,06:12
90082,Malad,06:15
90084,Malad,06:18
90072,Goregaon,06:03
90076,Goregaon,06:06
90078,Goregaon,06:09
92010,Goregaon,06:12
90080,Goregaon,06:15
90082,Goregaon,06:18
90084,Goregaon,06:21
90088,Goregaon,06:23
90072,Ram Mandir,06:05
90076,Ram Mandir,06:08
90078,Ram Mandir,06:11
92010,Ram Mandir,06:14
90080,Ram Mandir,06:17
90082,Ram Mandir,06:20
90084,Ram Mandir,06:23
90088,Ram Mandir,06:26
90072,Jogeshwari,06:08
90076,Jogeshwari,06:11
90078,Jogeshwari,06:14
92010,Jogeshwari,06:17
90080,Jogeshwari,06:20
90082,Jogeshwari,06:23
90084,Jogeshwari,06:26
90088,Jogeshwari,06:29
90070,ANDHERI,06:03
90072,ANDHERI,06:13
90074,ANDHERI,06:11
90076,ANDHERI,06:16
90078,ANDHERI,06:19
92010,ANDHERI,06:23
92012,ANDHERI,06:15
90080,ANDHERI,06:26
90082,ANDHERI,06:29
90084,ANDHERI,06:31
90086,ANDHERI,06:33
90088,ANDHERI,06:33
90072,Vile Parle,06:17
90076,Vile Parle,06:20
90078,Vile Parle,06:23
90080,Vile Parle,06:29
90082,Vile Parle,06:32
90086,Vile Parle,06:36
90088,Vile Parle,06:37
90072,Santa Cruz,06:20
90076,Santa Cruz,06:23
90078,Santa Cruz,06:26
90080,Santa Cruz,06:32
90082,Santa Cruz,06:35
90086,Santa Cruz,06:39
90088,Santa Cruz,06:40
90072,Khar Road,06:23
90076,Khar Road,06:26
90078,Khar Road,06:29
90080,Khar Road,06:35
90082,Khar Road,06:38
90086,Khar Road,06:42
90088,Khar Road,06:43
90070,BANDRA,06:12
90072,BANDRA,06:27
90074,BANDRA,06:21
90076,BANDRA,06:31
90078,BANDRA,06:34
92012,BANDRA,06:24
90080,BANDRA,06:40
90082,BANDRA,06:43
90086,BANDRA,06:46
90088,BANDRA,06:49
90072,Mahim Jn.,06:30
90076,Mahim Jn.,06:34
90078,Mahim Jn.,06:37
90080,Mahim Jn.,06:43
90082,Mahim Jn.,06:46
90086,Mahim Jn.,06:49
90088,Mahim Jn.,06:52
90072,Matunga Road,06:33
90076,Matunga Road,06:37
90078,Matunga Road,06:40
90080,Matunga Road,06:46
90082,Matunga Road,06:49
90086,Matunga Road,06:52
90088,Matunga Road,06:55
90070,DADAR,06:18
90072,DADAR,06:37
90074,DADAR,06:27
90076,DADAR,06:41
90078,DADAR,06:44
92012,DADAR,06:30
90080,DADAR,06:50
90082,DADAR,06:53
90086,DADAR,06:56
90088,DADAR,06:59
90072,Prabhadevi,06:39
90076,Prabhadevi,06:43
90078,Prabhadevi,06:46
90080,Prabhadevi,06:52
90082,Prabhadevi,06:55
90086,Prabhadevi,06:58
90088,Prabhadevi,07:01
90072,Lower Parel,06:42
90076,Lower Parel,06:46
90078,Lower Parel,06:49
90080,Lower Parel,06:55
90082,Lower Parel,06:58
90086,Lower Parel,07:01
90088,Lower Parel,07:04
90072,Mahalakshmi,06:45
90076,Mahalakshmi,06:49
90078,Mahalakshmi,06:52
90080,Mahalakshmi,06:58
90082,Mahalakshmi,07:01
90086,Mahalakshmi,07:04
90088,Mahalakshmi,07:07
90070,M'BAI CENTRAL(L),06:25
90072,M'BAI CENTRAL(L),06:48
90074,M'BAI CENTRAL(L),06:34
90076,M'BAI CENTRAL(L),06:52
90078,M'BAI CENTRAL(L),06:55
92012,M'BAI CENTRAL(L),06:38
90080,M'BAI CENTRAL(L),07:01
90082,M'BAI CENTRAL(L),07:04
90086,M'BAI CENTRAL(L),07:07
90088,M'BAI CENTRAL(L),07:10
90070,Grant Road,06:27
90072,Grant Road,06:50
90074,Grant Road,06:36
90076,Grant Road,06:54
90078,Grant Road,06:57
90080,Grant Road,07:03
90082,Grant Road,07:06
90086,Grant Road,07:09
90088,Grant Road,07:12
90070,Charni Road,06:29
90072,Charni Road,06:52
90074,Charni Road,06:38
90076,Charni Road,06:56
90078,Charni Road,06:59
90080,Charni Road,07:05
90082,Charni Road,07:08
90086,Charni Road,07:11
90088,Charni Road,07:14
90070,Marine Lines,06:32
90072,Marine Lines,06:55
90074,Marine Lines,06:41
90076,Marine Lines,06:59
90078,Marine Lines,07:02
90080,Marine Lines,07:08
90082,Marine Lines,07:11
90086,Marine Lines,07:14
90088,Marine Lines,07:17
90070,CHURCHGATE,06:38
90072,CHURCHGATE,06:59
90074,CHURCHGATE,06:45
90076,CHURCHGATE,07:02
90078,CHURCHGATE,07:06
92012,CHURCHGATE,06:52
90080,CHURCHGATE,07:11
90082,CHURCHGATE,07:14
90086,CHURCHGATE,07:19
90088,CHURCHGATE,07:22
90098,VIRAR,05:39
93002,VIRAR,05:47
90106,VIRAR,05:50
92016,VIRAR,05:53
94008,VIRAR,05:57
90098,Nalla Sopara,05:45
90106,Nalla Sopara,05:56
92016,Nalla Sopara,06:00
94008,Nalla Sopara,06:03
90098,VASAI ROAD,05:52
90102,VASAI ROAD,05:56
93002,VASAI ROAD,05:57
90106,VASAI ROAD,06:01
92016,VASAI ROAD,06:05
94008,VASAI ROAD,06:08
90098,Naigaon,05:57
90102,Naigaon,06:02
90106,Naigaon,06:06
92016,Naigaon,06:10
94008,Naigaon,06:13
90098,BHAYANDAR,06:03
90102,BHAYANDAR,06:07
93002,BHAYANDAR,06:05
90106,BHAYANDAR,06:12
90108,BHAYANDAR,06:10
92016,BHAYANDAR,06:16
94008,BHAYANDAR,06:19
90098,Mira Road,06:08
90102,Mira Road,06:12
90106,Mira Road,06:17
90108,Mira Road,06:16
92016,Mira Road,06:22
94008,Mira Road,06:24
90098,Dahisar,06:12
90102,Dahisar,06:16
90106,Dahisar,06:21
90108,Dahisar,06:20
92016,Dahisar,06:26
94008,Dahisar,06:29
90090,BORIVALI,06:13
90100,BORIVALI,06:19
90102,BORIVALI,06:22
93002,BORIVALI,06:18
90104,BORIVALI,06:21
90106,BORIVALI,06:25
90108,BORIVALI,06:25
90110,BORIVALI,06:26
90112,BORIVALI,06:30
92016,BORIVALI,06:31
94008,BORIVALI,06:36
94010,BORIVALI,06:36
90090,Kandivali,06:20
90100,Kandivali,06:25
90104,Kandivali,06:28
